X1,X2,X3,X4,X5,Y1
0.668,0.426,0.494,0.759,0.792,0.135
0.667,0.443,0.495,0.761,0.789,0.131
0.667,0.445,0.503,0.762,0.786,0.128
0.668,0.427,0.513,0.743,0.791,0.124
0.666,0.418,0.518,0.67,0.796,0.12
0.665,0.441,0.52,0.642,0.79,0.116
0.661,0.423,0.512,0.722,0.798,0.112
0.654,0.422,0.494,0.757,0.807,0.135
0.655,0.451,0.483,0.736,0.798,0.195
0.661,0.434,0.481,0.75,0.798,0.227
0.663,0.424,0.478,0.761,0.795,0.224
0.661,0.439,0.475,0.741,0.788,0.221
0.662,0.434,0.474,0.72,0.793,0.218
0.665,0.435,0.479,0.72,0.793,0.215
0.662,0.421,0.489,0.732,0.796,0.178
0.662,0.423,0.497,0.731,0.794,0.132
0.662,0.45,0.505,0.746,0.783,0.13
0.661,0.423,0.503,0.773,0.794,0.128
0.659,0.422,0.505,0.751,0.798,0.126
0.658,0.445,0.517,0.673,0.79,0.125
0.659,0.416,0.521,0.68,0.798,0.123
0.654,0.42,0.52,0.739,0.797,0.124
0.653,0.434,0.515,0.752,0.795,0.13
0.657,0.422,0.505,0.76,0.801,0.142
0.657,0.439,0.509,0.715,0.799,0.165
0.657,0.425,0.52,0.701,0.801,0.177
0.655,0.423,0.522,0.74,0.797,0.175
0.654,0.433,0.524,0.729,0.795,0.172
0.656,0.407,0.517,0.729,0.805,0.169
0.657,0.418,0.506,0.767,0.801,0.176
0.656,0.437,0.501,0.757,0.793,0.194
0.657,0.424,0.49,0.754,0.795,0.212
0.663,0.409,0.489,0.743,0.802,0.212
0.662,0.425,0.5,0.708,0.8,0.19
0.656,0.439,0.513,0.698,0.792,0.168
0.655,0.414,0.512,0.71,0.797,0.146
0.654,0.427,0.501,0.754,0.796,0.151
0.652,0.426,0.491,0.753,0.799,0.191
0.65,0.398,0.482,0.719,0.808,0.212
0.647,0.426,0.483,0.742,0.801,0.208
0.644,0.435,0.491,0.757,0.797,0.205
0.641,0.413,0.493,0.754,0.8,0.201
0.64,0.409,0.484,0.753,0.798,0.198
0.638,0.414,0.485,0.731,0.796,0.194
0.637,0.419,0.49,0.716,0.796,0.191
0.638,0.41,0.483,0.697,0.801,0.187
0.636,0.418,0.479,0.717,0.801,0.184
0.635,0.418,0.482,0.758,0.795,0.183
0.635,0.42,0.481,0.759,0.788,0.186
0.635,0.442,0.477,0.741,0.785,0.188
0.636,0.425,0.482,0.75,0.79,0.191
0.638,0.404,0.477,0.759,0.798,0.194
0.637,0.423,0.464,0.738,0.797,0.197
0.636,0.442,0.472,0.757,0.79,0.2
0.637,0.426,0.484,0.748,0.79,0.169
0.641,0.409,0.491,0.711,0.798,0.125
0.64,0.42,0.492,0.718,0.794,0.123
0.634,0.435,0.485,0.761,0.787,0.12
0.63,0.438,0.482,0.752,0.792,0.117
0.629,0.419,0.487,0.729,0.796,0.115
0.63,0.413,0.49,0.749,0.797,0.112
0.63,0.438,0.495,0.714,0.794,0.109
0.63,0.433,0.515,0.686,0.79,0.107
0.633,0.414,0.526,0.749,0.794,0.104
0.634,0.422,0.526,0.743,0.797,0.101
0.636,0.44,0.542,0.696,0.79,0.0994
0.64,0.439,0.562,0.71,0.785,0.0984
0.64,0.426,0.574,0.705,0.787,0.0975
0.639,0.414,0.572,0.716,0.794,0.0965
0.639,0.426,0.568,0.742,0.794,0.0956
0.636,0.439,0.575,0.724,0.792,0.0946
0.639,0.439,0.578,0.73,0.795,0.0937
0.645,0.427,0.589,0.748,0.798,0.0927
0.645,0.413,0.6,0.733,0.797,0.0918
0.647,0.424,0.598,0.746,0.796,0.0908
0.65,0.437,0.605,0.724,0.798,0.0899
0.65,0.435,0.619,0.689,0.797,0.0889
0.65,0.434,0.623,0.709,0.795,0.088
0.652,0.433,0.625,0.727,0.797,0.087
0.656,0.428,0.627,0.76,0.791,0.0861
0.661,0.425,0.636,0.777,0.791,0.0851
0.665,0.424,0.643,0.75,0.798,0.0842
0.667,0.421,0.652,0.718,0.794,0.0832
0.662,0.424,0.665,0.744,0.793,0.0823
0.654,0.43,0.67,0.753,0.793,0.083
0.646,0.435,0.674,0.735,0.795,0.086
0.638,0.436,0.689,0.72,0.798,0.089
0.628,0.431,0.691,0.706,0.802,0.0919
0.622,0.423,0.697,0.742,0.801,0.0949
0.62,0.418,0.702,0.749,0.797,0.0979
0.619,0.418,0.695,0.708,0.798,0.101
0.617,0.427,0.708,0.697,0.795,0.104
0.614,0.44,0.717,0.711,0.792,0.107
0.613,0.418,0.711,0.735,0.802,0.11
0.616,0.41,0.715,0.723,0.804,0.113
0.616,0.423,0.728,0.724,0.795,0.116
0.613,0.407,0.733,0.747,0.794,0.119
0.61,0.428,0.733,0.768,0.791,0.122
0.61,0.443,0.739,0.753,0.789,0.125
0.611,0.436,0.739,0.702,0.792,0.128
0.607,0.441,0.735,0.702,0.793,0.131
0.577,0.392,0.728,0.776,0.81,0.134
0.518,0.343,0.709,0.77,0.821,0.136
0.487,0.355,0.691,0.749,0.804,0.145
0.488,0.368,0.674,0.777,0.796,0.16
0.487,0.349,0.657,0.751,0.797,0.215
0.488,0.323,0.649,0.752,0.801,0.27
0.493,0.341,0.644,0.724,0.797,0.256
0.498,0.363,0.642,0.698,0.789,0.243
0.503,0.341,0.642,0.759,0.793,0.229
0.506,0.341,0.642,0.745,0.795,0.215
0.508,0.361,0.642,0.697,0.791,0.201
0.509,0.345,0.649,0.725,0.797,0.187
0.511,0.32,0.658,0.744,0.799,0.174
0.511,0.316,0.667,0.742,0.799,0.16
0.505,0.32,0.67,0.741,0.803,0.146
0.5,0.321,0.672,0.7,0.802,0.139
0.495,0.325,0.67,0.677,0.803,0.14
0.492,0.324,0.657,0.723,0.805,0.141
0.495,0.339,0.642,0.759,0.8,0.172
0.503,0.36,0.634,0.721,0.789,0.206
0.508,0.362,0.637,0.703,0.78,0.193
0.507,0.341,0.644,0.731,0.788,0.181
0.502,0.338,0.646,0.723,0.792,0.168
0.497,0.363,0.643,0.75,0.789,0.155
0.497,0.343,0.649,0.735,0.797,0.149
0.495,0.325,0.656,0.712,0.799,0.15
0.493,0.335,0.657,0.737,0.797,0.152
0.491,0.332,0.652,0.729,0.798,0.153
0.491,0.315,0.653,0.72,0.804,0.154
0.494,0.332,0.65,0.713,0.799,0.156
0.497,0.356,0.635,0.716,0.792,0.157
0.495,0.345,0.638,0.747,0.798,0.158
0.495,0.321,0.645,0.741,0.802,0.16
0.504,0.32,0.645,0.743,0.798,0.161
0.508,0.319,0.642,0.74,0.801,0.162
0.507,0.334,0.636,0.723,0.799,0.164
0.509,0.358,0.631,0.728,0.795,0.165
0.513,0.359,0.636,0.748,0.796,0.167
0.513,0.352,0.646,0.755,0.791,0.168
0.514,0.333,0.653,0.74,0.793,0.169
0.515,0.319,0.655,0.731,0.797,0.171
0.515,0.337,0.651,0.72,0.793,0.172
0.514,0.346,0.642,0.724,0.793,0.173
0.511,0.331,0.643,0.764,0.796,0.175
0.508,0.349,0.646,0.761,0.793,0.176
0.505,0.346,0.641,0.715,0.797,0.177
0.502,0.337,0.639,0.68,0.8,0.176
0.503,0.339,0.647,0.708,0.798,0.172
0.505,0.325,0.654,0.734,0.801,0.167
0.506,0.328,0.64,0.73,0.804,0.162
0.503,0.34,0.626,0.712,0.8,0.183
0.503,0.333,0.627,0.734,0.794,0.213
0.509,0.329,0.627,0.752,0.794,0.211
0.512,0.333,0.627,0.722,0.792,0.208
0.516,0.33,0.626,0.715,0.792,0.206
0.519,0.335,0.626,0.686,0.797,0.203
0.524,0.335,0.627,0.699,0.797,0.2
0.526,0.324,0.629,0.767,0.797,0.198
0.524,0.337,0.634,0.751,0.797,0.195
0.526,0.363,0.633,0.734,0.79,0.193
0.531,0.346,0.638,0.744,0.792,0.19
0.533,0.319,0.644,0.737,0.798,0.187
0.535,0.314,0.644,0.733,0.796,0.185
0.536,0.317,0.644,0.729,0.796,0.182
0.535,0.334,0.64,0.708,0.794,0.179
0.533,0.356,0.638,0.717,0.792,0.177
0.529,0.362,0.643,0.734,0.791,0.174
0.528,0.34,0.64,0.765,0.796,0.172
0.527,0.334,0.63,0.75,0.794,0.17
0.524,0.357,0.626,0.741,0.789,0.17
0.522,0.342,0.638,0.743,0.797,0.169
0.519,0.321,0.654,0.732,0.799,0.169
0.517,0.321,0.653,0.767,0.795,0.168
0.515,0.334,0.647,0.752,0.789,0.168
0.507,0.352,0.639,0.757,0.789,0.167
0.502,0.36,0.636,0.737,0.791,0.167
0.501,0.354,0.634,0.717,0.793,0.166
0.5,0.338,0.637,0.754,0.797,0.166
0.499,0.348,0.641,0.745,0.795,0.166
0.498,0.366,0.629,0.758,0.791,0.165
0.497,0.366,0.616,0.754,0.794,0.165
0.498,0.351,0.618,0.726,0.795,0.164
0.502,0.34,0.629,0.769,0.798,0.164
0.506,0.353,0.636,0.778,0.795,0.163
0.51,0.348,0.636,0.753,0.793,0.163
0.514,0.331,0.628,0.764,0.797,0.162
0.517,0.332,0.622,0.762,0.797,0.162
0.516,0.347,0.623,0.746,0.792,0.162
0.515,0.359,0.635,0.739,0.79,0.161
0.514,0.36,0.65,0.743,0.79,0.14
0.513,0.363,0.654,0.726,0.788,0.115
0.514,0.361,0.654,0.717,0.787,0.118
0.518,0.333,0.655,0.764,0.792,0.121
0.518,0.331,0.656,0.753,0.792,0.124
0.514,0.342,0.656,0.709,0.794,0.127
0.509,0.323,0.664,0.741,0.8,0.13
0.508,0.325,0.665,0.758,0.8,0.133
0.51,0.322,0.666,0.731,0.802,0.136
0.51,0.326,0.664,0.724,0.798,0.139
0.508,0.342,0.659,0.73,0.792,0.142
0.506,0.356,0.657,0.732,0.789,0.145
0.505,0.36,0.657,0.742,0.789,0.148
0.501,0.358,0.663,0.772,0.791,0.151
0.499,0.35,0.663,0.778,0.791,0.154
0.503,0.335,0.658,0.744,0.797,0.157
0.506,0.324,0.653,0.749,0.803,0.16
0.51,0.32,0.65,0.746,0.799,0.163
0.512,0.327,0.655,0.726,0.797,0.164
0.51,0.344,0.667,0.723,0.794,0.163
0.51,0.359,0.667,0.731,0.792,0.161
0.513,0.346,0.662,0.71,0.797,0.16
0.515,0.322,0.662,0.718,0.8,0.159
0.517,0.319,0.67,0.734,0.798,0.157
0.517,0.323,0.67,0.726,0.797,0.156
0.517,0.348,0.661,0.768,0.793,0.155
0.517,0.363,0.667,0.751,0.79,0.153
0.517,0.355,0.675,0.706,0.791,0.152
0.517,0.345,0.67,0.759,0.793,0.151
0.517,0.334,0.667,0.774,0.795,0.149
0.515,0.329,0.671,0.745,0.797,0.148
0.513,0.333,0.676,0.716,0.795,0.147
0.515,0.352,0.673,0.713,0.792,0.146
0.517,0.353,0.683,0.74,0.795,0.144
0.518,0.349,0.687,0.738,0.792,0.143
0.52,0.348,0.685,0.737,0.793,0.142
0.52,0.326,0.694,0.733,0.797,0.14
0.52,0.337,0.698,0.739,0.792,0.139
0.52,0.364,0.694,0.739,0.787,0.138
0.519,0.35,0.687,0.744,0.795,0.136
0.519,0.332,0.694,0.75,0.802,0.135
0.52,0.328,0.703,0.713,0.799,0.134
0.522,0.322,0.704,0.723,0.799,0.133
0.524,0.313,0.704,0.716,0.799,0.131
0.52,0.337,0.702,0.747,0.796,0.13
0.515,0.341,0.709,0.74,0.797,0.129
0.517,0.335,0.709,0.731,0.797,0.127
0.522,0.349,0.701,0.761,0.798,0.136
0.527,0.328,0.699,0.744,0.803,0.158
0.531,0.336,0.702,0.729,0.797,0.167
0.536,0.351,0.715,0.748,0.789,0.161
0.537,0.349,0.73,0.769,0.788,0.155
0.541,0.339,0.731,0.751,0.797,0.149
0.547,0.327,0.728,0.73,0.799,0.143
0.552,0.335,0.735,0.735,0.794,0.136
0.551,0.351,0.75,0.715,0.789,0.13
0.548,0.353,0.755,0.706,0.79,0.124
0.636,0.426,0.781,0.747,0.797,0.118
0.747,0.527,0.814,0.732,0.783,0.112
0.753,0.56,0.835,0.694,0.768,0.104
0.74,0.584,0.855,0.715,0.776,0.0954
0.729,0.595,0.844,0.726,0.785,0.0866
0.723,0.598,0.832,0.747,0.792,0.0946
0.719,0.6,0.806,0.758,0.797,0.124
0.717,0.605,0.761,0.73,0.804,0.211
0.713,0.605,0.739,0.718,0.81,0.306
0.709,0.596,0.732,0.728,0.806,0.316
0.708,0.586,0.735,0.721,0.8,0.326
0.706,0.591,0.727,0.712,0.798,0.327
0.703,0.601,0.714,0.756,0.794,0.318
0.701,0.606,0.702,0.742,0.792,0.309
0.703,0.606,0.69,0.716,0.793,0.3
0.706,0.595,0.682,0.715,0.799,0.291
0.706,0.583,0.67,0.716,0.801,0.282
0.705,0.593,0.662,0.743,0.796,0.273
0.702,0.608,0.661,0.727,0.796,0.264
0.673,0.577,0.662,0.757,0.812,0.254
0.608,0.544,0.648,0.75,0.811,0.245
0.569,0.529,0.627,0.741,0.801,0.25
0.576,0.501,0.607,0.732,0.811,0.273
0.583,0.516,0.588,0.72,0.808,0.295
0.583,0.524,0.583,0.715,0.804,0.318
0.586,0.505,0.586,0.71,0.802,0.303
0.592,0.504,0.586,0.728,0.798,0.259
0.589,0.523,0.59,0.707,0.792,0.243
0.592,0.516,0.595,0.708,0.794,0.227
0.598,0.495,0.59,0.746,0.802,0.21
0.598,0.511,0.586,0.775,0.797,0.202
0.595,0.528,0.585,0.756,0.792,0.205
0.592,0.515,0.584,0.73,0.797,0.207
0.594,0.496,0.576,0.718,0.796,0.21
0.592,0.511,0.569,0.725,0.79,0.213
0.593,0.528,0.569,0.745,0.79,0.215
0.6,0.51,0.573,0.732,0.794,0.218
0.604,0.503,0.572,0.718,0.796,0.22
0.605,0.52,0.567,0.724,0.796,0.223
0.603,0.51,0.568,0.732,0.8,0.204
0.601,0.51,0.568,0.74,0.795,0.178
0.6,0.517,0.569,0.712,0.795,0.179
0.598,0.499,0.568,0.711,0.801,0.181
0.598,0.51,0.561,0.746,0.797,0.183
0.599,0.528,0.561,0.771,0.793,0.185
0.599,0.518,0.567,0.796,0.795,0.186
0.599,0.503,0.572,0.773,0.797,0.188
0.599,0.501,0.563,0.741,0.798,0.19
0.601,0.513,0.552,0.742,0.796,0.191
0.603,0.527,0.558,0.743,0.794,0.193
0.602,0.516,0.569,0.719,0.797,0.191
0.601,0.501,0.575,0.718,0.801,0.182
0.603,0.508,0.577,0.749,0.796,0.174
0.605,0.521,0.577,0.754,0.792,0.165
0.607,0.521,0.576,0.758,0.792,0.157
0.604,0.517,0.576,0.732,0.797,0.149
0.597,0.505,0.573,0.728,0.802,0.14
0.594,0.496,0.569,0.737,0.8,0.141
0.594,0.509,0.569,0.739,0.794,0.154
0.597,0.523,0.57,0.781,0.789,0.167
0.597,0.522,0.569,0.751,0.791,0.174
0.593,0.514,0.567,0.716,0.796,0.174
0.595,0.504,0.567,0.708,0.802,0.174
0.599,0.501,0.565,0.704,0.803,0.174
0.603,0.515,0.566,0.71,0.799,0.173
0.603,0.526,0.566,0.708,0.792,0.173
0.604,0.513,0.568,0.73,0.794,0.173
0.613,0.5,0.578,0.734,0.801,0.173
0.614,0.509,0.589,0.733,0.797,0.172
0.609,0.52,0.586,0.724,0.791,0.172
0.607,0.521,0.584,0.753,0.795,0.172
0.602,0.512,0.582,0.765,0.799,0.172
0.599,0.5,0.578,0.726,0.804,0.171
0.597,0.508,0.58,0.753,0.802,0.171
0.592,0.523,0.576,0.773,0.798,0.171
0.59,0.522,0.57,0.741,0.793,0.171
0.588,0.51,0.573,0.733,0.794,0.171
0.586,0.5,0.566,0.741,0.8,0.17
0.583,0.508,0.557,0.727,0.798,0.17
0.584,0.518,0.556,0.719,0.796,0.171
0.585,0.52,0.554,0.726,0.795,0.171
0.584,0.517,0.549,0.726,0.795,0.172
0.588,0.507,0.547,0.736,0.799,0.172
0.587,0.498,0.546,0.752,0.799,0.173
0.584,0.508,0.549,0.752,0.793,0.173
0.584,0.522,0.556,0.725,0.791,0.174
0.586,0.524,0.556,0.699,0.793,0.175
0.588,0.51,0.552,0.699,0.798,0.175
0.588,0.495,0.547,0.725,0.796,0.176
0.587,0.509,0.54,0.738,0.788,0.194
0.583,0.523,0.538,0.729,0.785,0.219
0.58,0.524,0.535,0.719,0.79,0.221
0.584,0.506,0.529,0.712,0.8,0.222
0.583,0.503,0.519,0.722,0.802,0.224
0.58,0.527,0.505,0.726,0.798,0.225
0.58,0.526,0.509,0.742,0.796,0.227
0.581,0.511,0.516,0.738,0.799,0.22
0.581,0.497,0.512,0.724,0.799,0.201
0.577,0.508,0.512,0.721,0.791,0.183
0.573,0.525,0.516,0.736,0.792,0.164
0.571,0.521,0.52,0.742,0.795,0.159
0.572,0.507,0.519,0.727,0.798,0.169
0.573,0.501,0.511,0.718,0.8,0.18
0.576,0.511,0.503,0.726,0.797,0.191
0.579,0.523,0.499,0.724,0.794,0.202
0.581,0.516,0.501,0.731,0.792,0.212
0.582,0.505,0.508,0.738,0.797,0.215
0.583,0.5,0.511,0.725,0.798,0.207
0.58,0.511,0.51,0.719,0.794,0.199
0.577,0.524,0.512,0.725,0.791,0.19
0.581,0.52,0.507,0.76,0.793,0.182
0.588,0.505,0.503,0.782,0.796,0.174
0.592,0.495,0.507,0.769,0.798,0.166
0.593,0.508,0.513,0.791,0.794,0.158
0.593,0.521,0.525,0.777,0.789,0.148
0.592,0.519,0.534,0.743,0.789,0.138
0.592,0.509,0.545,0.7,0.792,0.127
0.591,0.498,0.553,0.724,0.793,0.117
0.589,0.503,0.557,0.77,0.795,0.106
0.585,0.523,0.554,0.751,0.798,0.0958
0.582,0.517,0.539,0.724,0.796,0.113
0.581,0.51,0.528,0.722,0.796,0.166
0.585,0.511,0.519,0.732,0.797,0.193
0.588,0.507,0.524,0.71,0.799,0.184
0.591,0.51,0.535,0.746,0.799,0.174
0.594,0.498,0.541,0.794,0.801,0.165
0.6,0.501,0.543,0.763,0.795,0.156
0.603,0.511,0.533,0.744,0.791,0.173
0.601,0.508,0.531,0.749,0.789,0.197
0.597,0.493,0.535,0.747,0.796,0.185
0.591,0.512,0.537,0.741,0.793,0.147
0.59,0.521,0.548,0.743,0.793,0.108
0.595,0.52,0.557,0.748,0.798,0.112
0.597,0.521,0.563,0.715,0.797,0.116
0.596,0.522,0.57,0.685,0.793,0.12
0.595,0.511,0.574,0.696,0.791,0.124
0.595,0.501,0.57,0.707,0.797,0.128
0.592,0.503,0.556,0.759,0.801,0.132
0.591,0.507,0.533,0.77,0.804,0.174
0.595,0.519,0.508,0.725,0.802,0.264
0.599,0.533,0.501,0.693,0.795,0.315
0.6,0.532,0.508,0.661,0.788,0.295
0.599,0.526,0.51,0.683,0.788,0.249
0.598,0.507,0.51,0.728,0.797,0.223
0.598,0.501,0.503,0.732,0.802,0.224
0.599,0.507,0.502,0.708,0.804,0.225
0.6,0.491,0.505,0.709,0.801,0.226
0.6,0.502,0.5,0.737,0.791,0.226
0.601,0.513,0.5,0.689,0.797,0.227
0.599,0.504,0.5,0.728,0.804,0.228
0.595,0.502,0.499,0.739,0.807,0.229
0.59,0.501,0.499,0.701,0.803,0.229
0.584,0.518,0.495,0.725,0.789,0.23
0.581,0.532,0.483,0.718,0.783,0.231
0.585,0.517,0.471,0.742,0.793,0.232
0.583,0.498,0.465,0.738,0.801,0.233
0.473,0.449,0.446,0.757,0.8,0.233
0.352,0.387,0.421,0.775,0.799,0.234
0.353,0.353,0.4,0.738,0.81,0.255
0.358,0.343,0.377,0.768,0.812,0.304
0.366,0.369,0.366,0.776,0.795,0.334
0.375,0.369,0.365,0.782,0.789,0.342
0.378,0.347,0.375,0.77,0.793,0.308
0.378,0.344,0.387,0.755,0.794,0.222
0.378,0.362,0.394,0.73,0.786,0.16
0.378,0.348,0.397,0.722,0.787,0.133
0.376,0.349,0.407,0.753,0.79,0.117
0.372,0.357,0.42,0.74,0.79,0.117
0.37,0.34,0.424,0.766,0.792,0.117
0.371,0.317,0.418,0.761,0.799,0.117
0.372,0.319,0.413,0.753,0.801,0.117
0.373,0.343,0.408,0.776,0.798,0.117
0.373,0.363,0.409,0.748,0.796,0.117
0.373,0.35,0.412,0.761,0.798,0.117
0.375,0.325,0.417,0.745,0.797,0.117
0.379,0.337,0.423,0.732,0.794,0.117
0.383,0.354,0.425,0.734,0.794,0.116
0.386,0.341,0.428,0.719,0.797,0.116
0.392,0.342,0.421,0.734,0.795,0.116
0.397,0.338,0.422,0.715,0.795,0.116
0.4,0.328,0.434,0.732,0.794,0.116
0.404,0.346,0.435,0.744,0.791,0.116
0.406,0.358,0.436,0.718,0.79,0.116
0.405,0.357,0.448,0.749,0.788,0.116
0.4,0.364,0.464,0.741,0.785,0.115
0.396,0.359,0.465,0.717,0.791,0.114
0.392,0.352,0.47,0.726,0.795,0.112
0.387,0.351,0.482,0.731,0.792,0.11
0.383,0.347,0.483,0.744,0.793,0.108
0.378,0.332,0.472,0.735,0.799,0.107
0.379,0.311,0.46,0.734,0.804,0.121
0.38,0.303,0.454,0.715,0.806,0.157
0.379,0.318,0.444,0.718,0.805,0.177
0.381,0.322,0.447,0.768,0.803,0.176
0.384,0.334,0.447,0.753,0.793,0.175
0.386,0.354,0.443,0.73,0.789,0.174
0.385,0.355,0.445,0.723,0.79,0.173
0.384,0.339,0.443,0.725,0.791,0.172
0.385,0.339,0.449,0.74,0.793,0.172
0.386,0.358,0.455,0.723,0.788,0.171
0.387,0.356,0.456,0.734,0.787,0.17
0.388,0.345,0.457,0.724,0.793,0.169
0.389,0.35,0.456,0.734,0.794,0.168
0.389,0.346,0.456,0.742,0.794,0.167
0.39,0.324,0.459,0.729,0.797,0.166
0.392,0.328,0.461,0.759,0.798,0.166
0.393,0.342,0.457,0.726,0.795,0.165
0.392,0.349,0.458,0.706,0.793,0.164
0.393,0.347,0.464,0.732,0.792,0.163
0.393,0.357,0.466,0.717,0.785,0.162
0.392,0.338,0.468,0.742,0.792,0.161
0.39,0.324,0.472,0.735,0.797,0.16
0.384,0.326,0.472,0.715,0.796,0.16
0.38,0.341,0.466,0.726,0.798,0.159
0.377,0.338,0.46,0.756,0.805,0.158
0.375,0.332,0.458,0.804,0.806,0.157
0.378,0.359,0.458,0.755,0.795,0.157
0.381,0.35,0.46,0.719,0.796,0.156
0.384,0.325,0.459,0.736,0.799,0.155
0.388,0.332,0.457,0.729,0.796,0.155
0.391,0.351,0.456,0.729,0.793,0.154
0.397,0.336,0.455,0.73,0.798,0.154
0.406,0.324,0.467,0.746,0.798,0.153
0.411,0.34,0.479,0.741,0.788,0.149
0.409,0.356,0.487,0.734,0.783,0.14
0.405,0.359,0.497,0.716,0.783,0.131
0.401,0.357,0.502,0.705,0.786,0.122
0.394,0.352,0.501,0.722,0.793,0.113
0.387,0.333,0.497,0.713,0.802,0.104
0.386,0.325,0.502,0.734,0.801,0.109
0.385,0.348,0.493,0.732,0.795,0.132
0.385,0.344,0.481,0.738,0.796,0.155
0.389,0.331,0.475,0.746,0.799,0.178
0.391,0.328,0.474,0.741,0.799,0.191
0.389,0.321,0.477,0.739,0.8,0.19
0.383,0.324,0.474,0.73,0.801,0.19
0.382,0.323,0.477,0.712,0.804,0.189
0.386,0.33,0.474,0.714,0.805,0.189
0.386,0.348,0.47,0.723,0.796,0.188
0.384,0.358,0.469,0.726,0.792,0.188
0.386,0.342,0.469,0.76,0.795,0.187
0.383,0.335,0.471,0.758,0.795,0.187
0.379,0.352,0.476,0.734,0.787,0.186
0.379,0.345,0.474,0.748,0.79,0.186
0.379,0.346,0.471,0.733,0.792,0.186
0.379,0.339,0.477,0.729,0.793,0.185
0.378,0.327,0.472,0.752,0.798,0.185
0.379,0.345,0.466,0.722,0.795,0.184
0.381,0.337,0.471,0.754,0.794,0.184
0.379,0.333,0.467,0.751,0.794,0.183
0.376,0.346,0.459,0.684,0.795,0.183
0.376,0.351,0.463,0.701,0.796,0.182
0.378,0.356,0.468,0.716,0.793,0.182
0.382,0.354,0.468,0.714,0.794,0.181
0.386,0.355,0.469,0.71,0.792,0.181
0.386,0.353,0.462,0.709,0.791,0.18
0.385,0.34,0.454,0.723,0.797,0.18
0.387,0.326,0.454,0.72,0.802,0.179
0.39,0.321,0.458,0.723,0.801,0.179
0.389,0.321,0.46,0.743,0.796,0.179
0.389,0.324,0.461,0.725,0.799,0.178
0.388,0.323,0.461,0.71,0.804,0.178
0.388,0.323,0.458,0.713,0.804,0.177
0.387,0.326,0.455,0.697,0.801,0.177
0.39,0.338,0.455,0.738,0.793,0.176
0.396,0.353,0.444,0.738,0.792,0.176
0.399,0.357,0.432,0.712,0.797,0.175
0.4,0.358,0.43,0.717,0.798,0.175
0.403,0.348,0.436,0.716,0.8,0.174
0.405,0.337,0.442,0.736,0.8,0.174
0.405,0.337,0.438,0.721,0.798,0.173
0.404,0.348,0.441,0.704,0.798,0.173
0.404,0.35,0.448,0.731,0.793,0.172
0.403,0.333,0.448,0.745,0.791,0.172
0.402,0.323,0.444,0.726,0.8,0.172
0.401,0.328,0.441,0.705,0.798,0.171
0.399,0.334,0.449,0.705,0.794,0.171
0.398,0.332,0.456,0.729,0.797,0.17
0.397,0.326,0.457,0.734,0.799,0.17
0.397,0.341,0.454,0.728,0.796,0.17
0.397,0.357,0.452,0.727,0.792,0.169
0.397,0.356,0.451,0.735,0.788,0.169
0.398,0.349,0.445,0.731,0.793,0.169
0.396,0.345,0.442,0.734,0.798,0.168
0.392,0.341,0.45,0.718,0.796,0.168
0.388,0.326,0.451,0.741,0.8,0.168
0.382,0.321,0.446,0.75,0.804,0.167
0.38,0.321,0.432,0.742,0.806,0.167
0.384,0.33,0.42,0.735,0.801,0.167
0.387,0.348,0.417,0.723,0.796,0.166
0.391,0.352,0.424,0.707,0.796,0.166
0.391,0.352,0.43,0.726,0.794,0.166
0.388,0.352,0.429,0.73,0.793,0.165
0.389,0.339,0.426,0.715,0.796,0.165
0.39,0.328,0.425,0.742,0.797,0.165
0.385,0.337,0.427,0.722,0.792,0.164
0.383,0.345,0.418,0.702,0.789,0.164
0.382,0.351,0.414,0.713,0.787,0.164
0.38,0.353,0.409,0.753,0.79,0.163
0.38,0.339,0.406,0.779,0.794,0.163
0.381,0.339,0.405,0.763,0.794,0.163
0.382,0.351,0.415,0.747,0.787,0.162
0.384,0.355,0.428,0.757,0.782,0.159
0.386,0.362,0.431,0.738,0.784,0.152
0.387,0.36,0.432,0.704,0.787,0.145
0.39,0.357,0.43,0.72,0.787,0.138
0.39,0.358,0.437,0.736,0.789,0.132
0.386,0.358,0.445,0.729,0.788,0.125
0.378,0.353,0.448,0.737,0.794,0.118
0.374,0.338,0.452,0.752,0.801,0.111
0.371,0.343,0.449,0.764,0.793,0.118
0.369,0.359,0.437,0.742,0.792,0.143
0.37,0.359,0.43,0.721,0.794,0.168
0.37,0.364,0.431,0.705,0.789,0.181
0.368,0.348,0.429,0.723,0.793,0.18
0.366,0.338,0.426,0.75,0.796,0.179
0.364,0.357,0.423,0.735,0.791,0.178
0.362,0.361,0.419,0.718,0.788,0.177
0.362,0.364,0.419,0.738,0.791,0.176
0.366,0.344,0.422,0.74,0.797,0.174
0.369,0.324,0.425,0.723,0.798,0.173
0.368,0.327,0.427,0.761,0.793,0.172
0.368,0.337,0.424,0.782,0.798,0.171
0.368,0.355,0.42,0.74,0.795,0.17
0.369,0.352,0.419,0.74,0.792,0.169
0.371,0.326,0.417,0.75,0.799,0.167
0.37,0.318,0.415,0.744,0.801,0.166
0.367,0.336,0.42,0.749,0.795,0.165
0.367,0.356,0.425,0.722,0.789,0.164
0.368,0.348,0.427,0.73,0.791,0.163
0.368,0.346,0.43,0.744,0.791,0.162
0.369,0.357,0.42,0.724,0.787,0.16
0.368,0.359,0.413,0.725,0.79,0.159
0.369,0.345,0.421,0.725,0.796,0.158
